,Id,LotFrontage,LotArea,YearBuilt,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,OpenPorchSF,SalePrice,Condition,Mean_rank,YearRemod,Exterior,TotalSF,TotalBath,WoodYN
269,270,77.5,7917,1976,1,1113,3,1,1,504,30,148000,1,6.5,0,0,2256,2.5,0
270,271,84.0,10728,2006,1,1939,3,1,1,1053,51,266000,1,6.5,0,0,3034,2.5,0
271,272,73.0,39104,1954,1,1363,2,1,2,439,0,241500,1,7.0,1,0,2748,2.0,0
272,273,92.0,11764,1999,1,2270,4,1,1,671,57,290000,1,7.5,1,0,3422,2.5,0
273,274,80.0,9600,1958,1,1632,3,1,1,338,0,139000,0,6.0,1,0,2872,3.0,0
274,275,76.0,8314,1982,1,816,2,1,0,264,0,124500,1,6.0,0,1,1632,1.0,0
275,276,55.0,7264,1925,0,1548,3,1,0,672,0,205000,1,7.0,1,0,2500,2.5,0
276,277,129.0,9196,2003,1,1560,3,1,0,573,150,201000,1,6.0,0,0,3120,2.0,0
277,278,140.0,19138,1951,1,864,2,1,0,400,0,141000,1,4.5,0,0,1728,1.0,1
278,279,107.0,14450,2006,1,2121,3,1,1,732,98,415298,1,7.0,1,1,4242,2.5,0
279,280,83.0,10005,1977,1,2022,4,1,1,505,117,192000,1,6.0,0,0,3182,2.5,0
280,281,82.0,11287,1989,1,1982,3,1,1,575,84,228500,1,6.5,0,0,2789,2.5,1
281,282,60.0,7200,2006,1,1262,2,1,0,572,120,185000,1,5.5,0,0,2524,2.0,1
282,283,34.0,5063,2007,1,1314,2,1,1,626,62,207500,1,6.0,1,0,2628,3.0,0
283,284,74.0,9612,2008,1,1468,3,1,1,898,150,244600,0,6.5,1,0,2936,2.0,0
284,285,50.0,8012,1992,1,1575,2,1,0,529,0,179200,1,5.5,0,1,3150,3.0,1
285,286,35.0,4251,2006,1,1250,2,1,0,528,54,164700,1,6.0,1,0,1875,2.5,1
286,287,77.0,9786,1962,1,1734,3,1,1,440,0,159000,1,6.5,1,0,2646,1.5,1
287,288,71.33333333333333,8125,1971,1,858,3,1,0,0,0,88000,1,4.0,0,0,1716,1.0,1
288,289,65.66666666666667,9819,1967,1,900,3,1,0,280,0,122000,1,5.0,0,0,1782,1.0,1
289,290,60.0,8730,1915,1,1396,3,1,0,384,0,153575,0,6.5,1,0,2094,1.0,1
290,291,120.0,15611,2006,1,1919,3,1,1,685,51,233230,1,6.5,0,0,2998,2.5,1
291,292,55.0,5687,1912,0,1716,6,1,0,0,184,135900,1,5.5,1,0,2496,3.0,1
292,293,60.0,11409,1949,1,1716,3,1,1,281,0,131000,1,4.5,1,0,2484,1.5,1
293,294,70.0,16659,1977,1,2263,3,1,1,539,250,235000,0,7.0,1,0,3058,3.5,1
294,295,80.0,9600,1953,1,1644,3,1,2,418,0,167000,1,5.5,0,0,3060,2.0,0
295,296,37.0,7937,1984,1,1003,3,1,0,588,0,142500,1,6.0,0,0,2006,2.0,0
296,297,75.0,13710,1950,1,1558,4,1,0,282,0,152000,1,5.0,0,0,2468,1.5,0
297,298,66.0,7399,1997,1,1950,3,1,1,576,10,239000,1,6.0,1,0,2925,2.5,1
298,299,90.0,11700,1968,1,1743,3,1,1,539,0,175000,1,6.0,0,1,2445,2.5,0
299,300,80.0,14000,1950,1,1152,3,1,1,300,36,158500,1,7.0,1,0,2244,1.5,1
300,301,90.0,15750,1953,1,1336,2,1,2,375,0,157000,1,5.0,0,0,2501,2.0,1
301,302,66.0,16226,1998,1,2452,4,1,1,683,50,267000,1,6.5,1,0,3480,2.5,0
302,303,118.0,13704,2001,1,1541,3,1,1,843,81,205000,1,6.0,1,0,3082,2.0,0
303,304,70.0,9800,1972,1,894,3,1,0,552,0,149900,1,6.0,0,0,1788,2.0,0
304,305,87.0,18386,1880,1,3493,3,1,1,870,0,295000,1,8.0,1,1,4963,3.0,0
305,306,80.0,10386,2004,1,2000,3,1,0,888,0,305900,1,6.5,1,1,4000,3.0,0
306,307,116.0,13474,1990,1,2243,4,1,1,746,44,225000,0,6.0,1,1,2943,3.5,0
307,308,107.33333333333333,7920,1920,1,1406,3,1,0,0,144,89500,0,6.5,1,0,1725,1.0,1
308,309,98.66666666666667,12342,1940,1,861,1,1,0,539,0,82500,1,4.5,1,0,1722,1.0,0
309,310,90.0,12378,2003,1,1944,3,1,3,708,175,360000,1,7.0,1,0,3840,3.0,0
310,311,70.0,7685,1993,1,1501,3,1,1,420,63,165600,1,5.5,1,0,2198,2.5,0
311,312,50.0,8000,1948,1,972,2,1,1,240,0,132000,1,6.0,1,0,1944,2.0,1
312,313,65.0,7800,1939,1,1118,3,1,1,410,0,119900,0,6.0,1,0,1911,2.0,1
313,314,150.0,215245,1965,1,2036,3,1,2,513,0,375000,1,6.0,0,0,4172,4.0,1
314,315,60.0,9600,1925,1,1641,3,1,1,546,0,178000,1,7.0,1,0,2369,2.0,1
315,316,71.0,7795,2004,1,1432,3,1,1,432,51,188500,1,6.0,1,0,2148,3.5,0
316,317,94.0,13005,1980,1,2353,4,1,1,484,195,260000,1,7.0,0,1,3198,3.5,0
317,318,75.0,9000,2006,1,1959,3,1,1,1025,46,270000,1,6.5,0,0,3047,2.5,0
318,319,90.0,9900,1993,1,2646,4,1,1,656,60,260000,1,6.0,0,0,3993,3.5,0
319,320,100.5,14115,1980,1,1472,3,1,2,588,48,187500,1,6.0,0,0,2844,3.0,0
320,321,111.0,16259,2006,1,2596,4,1,0,840,154,342643,1,7.0,0,0,3845,3.5,0
321,322,99.0,12099,2004,1,2468,4,1,1,872,154,354000,1,6.5,0,0,3604,3.5,0
322,323,86.0,10380,1986,1,2730,4,1,1,576,96,301000,1,6.0,1,0,4232,3.5,0
323,324,49.0,5820,1955,1,1163,3,1,0,220,98,126175,1,5.5,1,0,2325,2.0,0
324,325,96.0,11275,1967,1,2978,5,1,1,564,0,242000,0,7.0,1,0,3688,2.5,0
325,326,50.0,5000,1941,0,803,2,1,0,360,0,87000,0,5.5,1,0,1523,1.0,1
326,327,32.0,10846,1993,1,1719,1,1,2,473,30,324000,1,6.5,0,0,3438,3.5,0
327,328,80.0,11600,1960,1,1383,3,1,0,292,45,145250,1,5.5,0,0,2766,1.5,1
328,329,70.0,11888,1916,0,2134,5,1,0,441,60,214500,0,6.0,1,1,2978,2.0,1
329,330,60.0,6402,1920,0,1192,3,1,0,189,0,78000,1,5.0,1,1,1788,1.0,1
330,331,65.0,10624,1964,1,1728,6,2,0,352,0,119000,1,4.5,0,0,3456,2.5,0
331,332,70.0,8176,1958,1,1056,3,1,0,308,0,139000,1,5.5,1,0,2112,2.0,1
332,333,85.0,10655,2003,1,1629,3,1,1,880,0,284000,1,6.5,1,0,4835,3.0,1
333,334,59.0,8198,2004,1,1358,2,1,1,484,30,207000,1,6.0,0,0,2716,3.0,0
334,335,59.0,9042,1998,1,1638,3,1,2,472,38,192000,1,5.5,0,0,2581,3.5,0
335,336,72.5,164660,1965,1,1786,3,1,2,529,0,228950,1,5.5,0,0,3285,4.0,0
336,337,86.0,14157,2005,1,1922,3,1,1,676,51,377426,1,7.0,1,0,3844,3.0,0
337,338,70.0,9135,2002,1,1536,3,1,0,532,74,214000,1,6.0,1,0,3072,3.0,0
338,339,91.0,14145,1984,1,1621,3,1,0,440,45,202500,1,7.0,1,0,2829,3.0,0
339,340,66.0,12400,1958,1,1215,3,1,0,297,0,155000,0,6.5,1,0,2430,1.0,1
340,341,85.0,14191,2002,1,1908,4,1,0,431,0,202900,1,6.5,0,0,2875,2.5,0
341,342,60.0,8400,1950,1,841,2,1,0,294,0,82000,0,4.0,0,1,1562,1.0,0
342,343,61.5,8544,1949,0,1040,2,2,0,400,0,87500,1,3.5,1,0,1040,2.0,1
343,344,63.0,8849,2005,1,1684,2,1,1,564,72,266000,1,7.0,0,0,3368,2.0,0
344,345,36.0,2592,1976,1,1112,3,1,0,336,0,85000,1,4.0,0,1,1648,1.5,0
345,346,65.0,6435,1939,1,1577,3,1,1,312,0,140200,0,5.5,1,0,2549,1.0,1
346,347,55.333333333333336,12772,1960,1,958,2,1,0,301,0,151500,1,7.0,1,0,1916,1.0,1
347,348,45.66666666666667,17600,1960,1,1478,3,1,2,498,40,157500,1,5.5,0,0,2956,3.0,1
348,349,36.0,2448,2003,1,1626,2,1,0,474,27,154000,1,6.0,1,1,2390,3.5,1
349,350,56.0,20431,2005,1,2728,4,1,2,706,0,437154,1,7.0,1,1,4576,3.5,1
350,351,68.0,7820,2007,1,1869,2,1,1,617,54,318061,1,7.0,0,0,3738,2.0,0
351,352,64.0,5271,1986,1,1453,2,1,1,445,80,190000,1,6.0,0,0,2906,2.5,1
352,353,60.0,9084,1941,0,1111,3,1,0,200,0,95000,0,5.5,1,0,1727,1.5,0
353,354,60.0,8520,1928,1,720,2,1,0,484,0,105900,1,7.0,1,0,1344,1.0,0
354,355,60.0,8400,1940,1,1595,2,1,2,240,0,140000,1,5.5,1,1,2535,1.0,1
355,356,105.0,11249,1995,1,1200,3,1,0,521,26,177500,1,5.5,0,0,2400,3.0,1
356,357,74.5,9248,1992,1,1167,3,1,0,400,26,173000,1,6.0,0,0,2325,3.0,0
357,358,44.0,4224,1976,1,1142,3,1,1,528,90,134000,1,5.0,0,1,2284,2.5,0
358,359,92.0,6930,1958,1,1352,3,1,0,288,0,130000,1,4.5,0,1,2414,1.5,0
359,360,78.0,12011,1998,1,1924,3,1,1,592,75,280000,1,6.5,0,0,3010,3.5,0
360,361,73.33333333333333,7540,1978,1,912,2,1,1,470,0,156000,1,6.0,0,0,1800,2.0,1
361,362,68.66666666666667,9144,1940,1,1505,3,1,0,240,0,145000,1,5.0,1,0,2388,2.0,1
362,363,64.0,7301,2003,1,1922,4,1,1,672,0,198500,1,6.0,0,0,1922,3.0,1
363,364,21.0,1680,1972,1,987,2,1,0,264,0,118000,1,7.0,1,0,1470,1.5,0
364,365,40.0,18800,1976,1,1574,3,1,1,566,111,190000,1,5.5,0,0,2370,3.5,0
365,366,59.0,10690,1920,1,1344,3,1,0,468,128,147000,1,6.0,1,0,2016,1.0,1
366,367,80.0,9500,1963,1,1394,3,1,2,514,76,159000,1,5.5,0,0,2788,2.5,1
367,368,101.0,9150,1962,1,1431,3,1,1,296,110,165000,1,5.5,0,0,2530,1.5,0
368,369,78.0,7800,1954,1,1268,2,1,1,244,98,132000,1,5.5,0,0,2536,1.0,1
369,370,78.66666666666667,9830,1959,1,1287,3,1,1,576,17,162000,1,6.0,1,0,2350,2.0,0
370,371,79.33333333333333,8121,2000,1,1664,3,1,1,460,40,172400,1,5.5,0,0,2617,2.5,0
371,372,80.0,17120,1959,1,1588,4,1,1,680,59,134432,0,4.0,0,1,1588,2.0,1
372,373,50.0,7175,1984,1,752,2,1,0,264,0,125000,1,5.5,0,0,1496,2.0,0
373,374,79.0,10634,1953,1,1319,3,1,0,270,0,123000,1,5.5,0,0,1927,2.0,0
374,375,65.0,8200,2003,1,1928,4,1,1,434,48,219500,1,6.0,1,0,2775,2.5,0
375,376,61.0,10020,1922,0,904,1,1,0,0,0,61000,1,1.0,1,0,1587,1.5,1
376,377,57.0,8846,1996,1,914,2,1,0,576,0,148000,1,5.0,0,0,1784,1.0,1
377,378,102.0,11143,2004,1,2466,4,1,1,610,214,340000,1,6.5,1,1,4046,3.0,0
378,379,88.0,11394,2010,1,1856,1,1,1,834,0,394432,1,5.5,0,0,3712,2.5,0
379,380,60.0,8123,2000,1,1800,3,1,1,463,63,179000,0,5.5,0,0,2782,2.5,0
380,381,50.0,5000,1924,1,1691,3,1,1,308,0,127000,1,5.5,1,1,2717,2.0,1
381,382,60.0,7200,2006,1,1301,2,1,1,572,121,187750,1,6.0,0,0,2594,3.0,0
382,383,79.0,9245,2006,1,1797,3,1,0,639,53,213500,1,6.0,0,0,2736,2.5,0
383,384,60.0,9000,1928,0,784,2,1,0,360,0,76000,1,4.5,1,0,1568,1.0,1
384,385,51.5,53107,1992,1,1953,3,1,2,501,231,240000,0,5.5,0,0,3533,3.5,0
385,386,43.0,3182,2004,1,1269,2,1,1,430,20,192000,1,6.5,1,0,2525,2.0,0
386,387,58.0,8410,1910,1,1184,5,1,0,0,151,81000,0,4.0,1,1,1842,1.0,1
387,388,72.0,7200,1976,1,1125,3,1,1,352,0,125000,1,6.0,0,0,2166,2.0,0
388,389,93.0,9382,1999,1,1479,3,1,0,577,25,191000,1,6.0,1,0,2947,2.0,0
389,390,96.0,12474,2007,1,2332,3,1,1,846,134,426000,1,7.5,1,0,4014,3.5,0
390,391,50.0,8405,1900,1,1367,4,1,0,384,130,119000,1,6.5,1,0,2228,2.0,1
391,392,71.0,12209,2001,1,1961,3,1,1,560,192,215000,1,5.5,1,0,2765,3.5,0
392,393,67.33333333333333,8339,1959,1,882,3,1,0,294,0,106500,1,6.0,0,0,882,1.0,1
393,394,63.666666666666664,7446,1941,1,788,2,1,2,0,0,100000,0,4.5,1,1,1576,1.0,1
394,395,60.0,10134,1940,1,1034,2,1,0,240,39,109000,1,5.5,1,0,1769,1.0,1
395,396,68.0,9571,1956,1,1144,3,1,0,596,0,129000,1,5.5,0,0,2288,2.0,0
396,397,60.0,7200,1972,1,894,2,1,0,600,0,123000,1,5.0,0,0,1788,1.0,0
397,398,69.0,7590,1962,1,1812,4,1,1,264,168,169500,0,5.0,0,0,2676,2.0,1
398,399,60.0,8967,1920,1,1077,2,1,0,338,0,67000,1,3.5,1,0,2038,1.0,1
399,400,65.0,8125,2006,1,1550,2,1,0,438,168,241000,1,6.0,1,1,2642,3.0,1
400,401,38.0,14963,1996,1,1288,1,1,2,500,30,245500,1,6.5,0,0,2548,2.5,0
401,402,65.0,8767,2005,1,1310,3,1,1,400,0,164990,1,6.0,0,0,2620,2.0,1
402,403,60.0,10200,1940,1,672,2,1,0,240,0,108000,1,6.5,1,0,1344,1.0,0
403,404,93.0,12090,1998,1,2263,4,1,1,420,123,258000,1,6.5,0,0,3404,2.5,0
404,405,79.0,10364,1995,1,1572,3,1,1,373,40,168000,1,5.5,1,0,2378,2.5,1
405,406,65.0,9991,1976,1,1620,3,1,1,490,78,150000,0,4.0,1,0,2901,3.0,0
406,407,51.0,10480,1936,1,1639,3,1,0,240,0,115000,1,5.5,1,0,2230,1.0,1
407,408,63.0,15576,1915,1,1680,4,1,0,308,0,177000,1,6.5,1,1,2520,2.0,1
408,409,109.0,14154,2006,1,2172,3,1,1,947,62,280000,1,6.0,0,0,3235,2.5,0
409,410,85.0,10800,2007,1,2078,3,1,1,836,102,339750,1,6.5,1,0,3112,3.5,1
410,411,68.0,9571,1958,1,1276,3,1,0,350,0,60000,1,4.0,0,1,2552,1.0,1
411,412,100.0,34650,1955,0,1056,3,1,0,572,0,145000,1,5.0,0,0,2112,2.0,0
412,413,78.0,4403,2009,1,1478,2,1,1,484,144,222000,1,6.0,0,0,2948,3.5,1
413,414,56.0,8960,1927,1,1028,2,1,1,360,0,115000,0,5.5,1,1,2036,1.0,1
414,415,59.0,11228,1993,1,2097,3,1,1,678,187,228000,1,6.0,0,0,3177,3.0,0
415,416,73.0,8899,2007,1,1340,3,1,0,396,30,181134,1,6.0,0,0,2680,2.0,0
416,417,74.0,7844,1978,1,1400,3,1,1,440,0,149500,1,6.5,0,0,2072,1.5,1
417,418,86.0,22420,1918,0,2624,4,1,1,864,0,239000,0,6.0,1,1,3994,3.5,1
418,419,60.0,8160,1940,0,1134,3,1,0,240,0,126000,1,5.5,1,0,1890,2.5,1
419,420,65.0,8450,1968,1,1056,3,1,1,304,85,142000,1,5.5,0,0,2112,2.0,1
420,421,78.0,7060,1997,1,1344,2,2,0,784,0,206300,1,6.0,1,0,2688,4.0,1
421,422,89.0,16635,1977,1,1602,3,1,1,529,0,215000,1,6.5,1,1,3204,2.5,0
422,423,100.0,21750,1954,1,988,2,1,0,520,0,113000,0,5.0,0,0,1976,1.0,1
423,424,80.0,9200,1998,1,2630,4,1,1,696,66,315000,1,6.5,0,0,4100,3.5,1
424,425,72.0,9000,1956,1,1196,2,1,1,297,44,139000,1,5.5,0,0,2392,2.0,1
425,426,60.0,3378,1946,1,1389,3,1,2,240,0,135000,1,7.5,1,0,2040,1.5,1
426,427,68.5,12800,1989,1,1644,2,1,1,569,0,275000,1,6.0,0,0,3162,3.5,0
427,428,77.0,8593,1957,1,907,3,1,0,352,0,109008,1,5.0,0,0,1814,1.0,1
428,429,64.0,6762,2007,1,1208,2,1,0,628,54,195400,1,6.0,0,0,2416,3.0,0
429,430,130.0,11457,1988,1,1412,3,1,1,576,0,175000,1,5.5,0,0,2804,3.0,1
430,431,21.0,1680,1971,1,987,2,1,0,264,0,85400,1,5.5,0,0,1470,1.5,1
431,432,60.0,5586,1920,1,1198,4,1,0,0,98,79900,0,6.5,1,0,2099,1.0,1
432,433,24.0,1920,1971,1,1365,2,1,0,440,36,122500,1,5.0,0,0,2130,2.5,0
433,434,100.0,10839,1997,1,1604,3,1,1,470,36,181000,1,5.5,1,0,2530,2.5,1
434,435,21.0,1890,1972,1,630,1,1,0,0,0,81000,1,5.5,0,1,1260,2.0,0
435,436,43.0,10667,1996,1,1661,3,1,1,550,61,212000,0,6.5,0,0,2460,3.5,0
436,437,40.0,4400,1920,1,1118,2,1,0,440,0,116000,1,7.0,1,0,1766,1.0,1
437,438,50.0,6000,1926,1,904,2,1,0,180,0,119000,1,6.5,1,0,1788,1.0,1
438,439,40.0,4280,1913,0,694,2,1,1,352,0,90350,1,5.5,1,1,1134,1.0,1
439,440,67.0,12354,1920,1,1196,3,1,0,528,46,110000,1,7.0,1,0,1880,1.0,1
440,441,105.0,15431,2008,1,2402,2,1,2,672,72,555000,1,7.5,0,0,5496,3.0,1
441,442,92.0,12108,1955,0,1440,4,2,0,0,0,118000,1,4.0,0,0,2880,2.0,1
442,443,52.0,6240,1930,1,1573,3,1,1,360,0,162900,1,6.0,1,0,2651,2.0,1
443,444,53.0,3922,2006,1,1258,2,1,1,648,16,172500,1,6.0,1,1,2516,2.0,0
444,445,70.0,8750,1994,1,1908,4,1,1,493,133,210000,1,6.0,1,0,2823,3.5,0
445,446,73.0,9855,1956,1,1689,3,1,1,480,0,127500,1,5.5,0,0,3125,1.0,1
446,447,137.0,16492,1966,1,1888,2,1,1,578,0,190000,0,6.0,1,1,3405,2.5,1
447,448,93.5,11214,1998,1,1886,4,1,1,431,0,199900,1,6.0,1,0,2816,2.5,0
448,449,50.0,8600,1937,1,1376,3,1,1,198,0,119500,1,6.0,1,0,2156,2.0,1
449,450,50.0,6000,1948,1,1183,2,1,0,308,176,120000,1,5.0,1,0,1832,1.5,1
450,451,70.0,5684,1930,1,813,2,1,0,270,113,110000,1,7.0,1,0,1626,1.0,1
451,452,62.0,70761,1975,1,1533,2,1,2,576,54,280000,1,6.0,0,0,3066,3.0,0
452,453,68.5,9303,1996,1,1756,3,1,0,422,122,204000,1,5.5,1,0,2628,3.5,0
453,454,75.0,9000,2008,1,1590,3,1,0,676,30,210000,1,6.5,0,0,2358,2.5,1
454,455,63.0,9297,1976,1,1728,4,2,0,560,0,188000,1,5.0,0,0,3456,4.0,1
455,456,80.0,9600,1973,1,1242,3,1,1,528,0,175500,1,6.5,0,0,2484,1.5,1
456,457,34.0,4571,1916,0,1344,4,1,0,513,0,98000,1,5.0,1,0,1968,1.0,1
457,458,44.25,53227,1954,1,1663,2,1,2,529,137,256000,1,5.0,1,0,3027,2.0,0
458,459,54.5,5100,1925,1,1666,3,1,1,228,63,161000,1,7.5,1,1,2254,1.0,0
459,460,64.75,7015,1950,1,1203,3,1,1,352,0,110000,1,4.5,0,0,1912,2.0,1
460,461,75.0,8004,2009,1,1935,3,1,0,552,150,263435,0,6.5,0,0,2767,3.5,1
461,462,60.0,7200,1936,1,1135,3,1,0,576,0,155000,0,8.0,1,0,1695,2.0,0
462,463,60.0,8281,1965,1,864,3,1,1,360,0,62383,1,5.0,0,0,1728,1.0,1
463,464,74.0,11988,1934,1,1660,3,1,1,240,0,188700,1,6.5,1,0,2375,1.5,1
464,465,60.0,8430,1978,1,1040,3,1,0,0,0,124000,1,5.0,0,0,2080,2.0,1
465,466,72.5,3072,2004,1,1414,2,1,1,398,20,178740,1,6.0,0,0,2789,2.0,0
466,467,85.0,10628,1970,1,1277,2,1,1,526,0,167000,1,6.0,0,0,2554,2.0,1
467,468,79.0,9480,1942,1,1644,3,1,2,312,0,146500,0,6.0,1,0,2372,1.5,0
468,469,98.0,11428,2006,1,1634,3,1,1,866,44,250000,1,6.5,0,0,3260,2.0,1
469,470,76.0,9291,1993,1,1710,3,1,0,506,70,187000,0,5.5,0,0,2542,2.5,0
470,471,84.0,6820,1985,1,1502,1,1,0,528,54,212000,1,6.5,0,0,2990,2.5,1
471,472,92.0,11952,1977,1,1969,3,1,1,534,0,190000,0,6.5,0,1,2777,2.5,1
472,473,35.0,3675,2005,1,1072,2,1,0,525,28,148000,1,5.5,0,0,1619,2.0,1
473,474,110.0,14977,2006,1,1976,2,1,1,908,63,440000,1,6.5,1,0,3952,3.0,0
474,475,41.0,5330,2000,1,1652,2,1,0,499,48,251000,1,6.5,0,1,3146,3.0,0
475,476,80.0,8480,1963,1,970,2,1,0,624,24,132500,1,5.5,0,0,1940,2.0,1
476,477,75.0,13125,1997,1,1493,3,1,1,508,39,208900,1,5.5,1,0,2971,3.0,0
477,478,105.0,13693,2006,1,2643,3,1,1,694,84,380000,1,7.0,0,0,4796,2.5,0
478,479,79.0,10637,2007,1,1718,3,1,1,826,44,297000,1,6.5,1,0,3423,3.0,0
479,480,50.0,5925,1937,1,1131,2,1,0,672,72,89471,1,5.5,1,0,2038,1.0,1
480,481,98.0,16033,2004,1,1850,3,1,1,772,112,326000,1,7.0,1,0,3683,3.0,0
481,482,72.0,11846,2003,1,1792,2,1,1,874,49,374000,1,7.0,1,0,3584,3.0,0
482,483,50.0,2500,1915,1,1826,4,1,1,164,0,155000,1,7.5,1,0,2736,2.5,1
483,484,32.0,4500,1998,1,1216,2,1,0,402,125,164000,1,5.5,0,0,2432,3.0,1
484,485,56.0,7758,1962,1,999,3,1,0,264,132,132500,1,6.0,1,1,1998,2.0,1
485,486,80.0,9600,1950,1,1113,3,1,1,264,80,147000,1,6.0,1,0,2226,1.0,1
486,487,79.0,10289,1965,1,1073,3,1,0,515,0,156000,1,6.0,0,0,2146,2.5,1
487,488,70.0,12243,1971,1,1484,3,1,1,487,0,175000,1,5.5,0,0,2968,2.0,0
488,489,60.0,10800,1900,0,2414,3,2,1,520,0,160000,1,4.5,1,0,3368,2.0,0
489,490,21.0,1526,1970,1,630,1,1,0,286,0,86000,1,6.0,1,1,1260,2.0,1
490,491,50.0,2665,1976,1,1304,3,1,1,336,24,115000,1,5.5,0,1,1568,1.5,0
491,492,79.0,9490,1941,1,1578,3,1,2,240,0,133000,0,6.5,1,0,2384,2.0,1
492,493,105.0,15578,2006,1,1456,3,1,0,429,0,172785,1,5.5,0,0,2184,2.5,1
493,494,70.0,7931,1960,1,1269,3,1,1,308,0,155000,1,5.5,0,1,2538,1.5,1
494,495,50.0,5784,1938,1,886,2,1,0,273,20,91300,0,6.5,1,0,1076,1.0,0
495,496,60.0,7879,1920,0,720,2,1,0,0,523,34900,1,4.5,1,0,1440,1.0,1
496,497,60.0,12692,1992,1,3228,4,1,1,546,75,430000,1,6.5,1,0,6428,4.0,0
497,498,60.0,9120,1925,1,1820,4,1,0,240,100,184000,1,6.5,1,0,2846,3.0,1
498,499,65.0,7800,1967,1,899,3,1,0,288,0,130000,1,6.0,1,0,1763,1.0,0
499,500,70.0,7535,1958,1,912,2,1,0,297,285,120000,1,6.0,1,0,1824,1.5,0
500,501,21.0,1890,1973,1,1218,3,1,0,264,28,113000,1,5.5,0,0,1890,1.5,0
501,502,75.0,9803,2005,1,1768,3,1,0,603,108,226700,1,6.0,0,0,2634,2.5,1
502,503,70.0,9170,1965,1,1214,2,1,0,461,0,140000,0,6.0,0,0,2428,2.0,1
503,504,100.0,15602,1959,1,1801,1,1,2,484,54,289000,1,7.5,1,1,3302,3.0,1
504,505,24.0,2308,1974,1,1322,3,1,1,440,0,147000,1,5.5,0,1,2177,3.0,0
505,506,60.0,7596,1952,1,1960,4,2,0,400,0,124500,0,5.0,0,0,2920,2.0,1
506,507,80.0,9554,1993,1,1911,3,1,1,471,81,215000,1,6.5,1,0,2688,2.5,0
507,508,75.0,7862,2009,1,1218,2,1,0,676,102,208300,1,5.5,0,0,2436,2.0,1
508,509,60.0,9600,1928,1,1378,3,1,1,360,0,161000,1,8.0,1,0,2067,2.0,1
509,510,80.0,9600,1959,1,1041,3,1,0,270,88,124500,1,5.5,0,0,2082,2.0,0
510,511,75.0,14559,1951,1,1363,2,1,2,288,42,164900,1,6.0,1,0,2371,2.0,0
511,512,40.0,6792,2005,1,1368,2,1,1,474,35,202665,1,6.0,1,0,2736,2.0,0
512,513,70.0,9100,1958,1,864,3,1,0,624,0,129900,0,5.0,0,0,1728,2.0,1
513,514,71.0,9187,1983,1,1080,3,1,0,484,0,134000,1,5.5,0,0,2164,1.5,0
514,515,55.0,10594,1926,0,789,2,1,0,200,0,96500,1,5.0,1,0,1557,1.0,1
515,516,94.0,12220,2009,1,2020,3,1,1,900,54,402861,1,7.5,0,1,4026,3.5,0
516,517,86.5,10448,1972,1,2119,3,1,1,583,104,158000,1,6.0,0,0,2808,2.5,1
517,518,79.0,10208,1996,1,2344,3,1,1,889,0,265000,1,6.0,1,0,3608,2.5,0
518,519,66.0,9531,1998,1,1796,3,1,0,546,36,211000,1,5.5,0,0,2590,3.5,1
519,520,53.0,10918,1926,1,2080,3,1,2,282,0,234000,1,8.0,1,0,3356,1.5,1
520,521,60.0,10800,1900,0,1294,3,2,0,0,114,106250,1,5.5,1,0,1294,2.0,0
521,522,90.0,11988,1957,1,1244,3,1,2,336,40,150000,0,6.0,0,0,2488,1.5,1
522,523,50.0,5000,1947,1,1664,3,1,2,420,24,159000,0,6.5,1,1,2668,2.0,1
523,524,130.0,40094,2007,1,4676,3,1,1,884,406,184750,1,7.5,1,1,7814,4.5,0
524,525,95.0,11787,1996,1,2398,3,1,1,834,60,315750,1,6.0,1,0,3777,3.5,0
525,526,62.0,7500,2005,1,1266,3,1,1,453,144,176000,1,6.0,0,0,2523,2.0,0
526,527,70.0,13300,1956,1,928,2,1,0,252,0,132000,1,6.0,1,0,1856,1.0,0
527,528,67.0,14948,2008,1,2713,3,1,1,858,66,446261,1,7.0,0,0,4165,3.5,0
528,529,58.0,9098,1920,1,605,2,1,0,0,0,86000,1,5.5,1,0,1133,2.0,1
529,530,71.5,32668,1957,1,2515,4,2,2,484,0,200624,1,4.5,1,1,4550,4.0,1
530,531,85.0,10200,1988,1,1509,3,1,1,600,0,175000,1,5.5,1,0,2970,3.0,0
531,532,60.0,6155,1920,1,1362,3,1,0,502,0,128000,0,7.0,1,0,1973,2.0,1
532,533,60.0,7200,1955,1,827,2,1,1,392,0,107500,1,6.0,1,0,827,1.0,1
533,534,50.0,5000,1946,0,334,1,1,0,0,0,39300,1,2.0,1,0,334,1.0,1
534,535,74.0,9056,2004,1,1414,3,1,1,403,35,178000,1,6.5,0,0,2121,2.5,0
535,536,70.0,7000,1910,1,1347,3,1,0,0,0,107500,1,6.0,1,0,2464,2.0,0
536,537,57.0,8924,1998,1,1724,3,1,0,527,155,188000,1,6.0,1,0,2604,2.5,0
537,538,64.0,12735,1972,1,864,3,1,0,576,0,111250,1,4.5,0,0,1728,1.0,0
538,539,71.0,11553,1968,1,1159,3,1,1,336,0,158000,1,5.0,0,0,2210,1.5,0
539,540,78.0,11423,2001,1,1601,3,1,1,670,0,272000,1,6.5,1,0,3182,3.0,0
540,541,85.0,14601,2006,1,1838,2,1,1,765,68,315000,1,7.0,0,0,3676,3.0,0
