,SalePrice,LotArea,OverallQual,YearBuilt,GrLivArea,Fireplaces,GarageArea,Condition
636,60000,6120,2,1936,800,1,0,1
637,93000,6000,5,1954,1387,0,256,1
638,85000,8777,5,1910,796,0,0,0
639,264561,3982,8,2006,1567,1,648,1
640,274000,12677,8,2003,1518,1,588,1
641,226000,7050,7,2001,1929,1,650,1
642,345000,13860,8,1972,2704,3,538,1
643,152000,10793,5,1969,1620,0,462,0
644,370878,9187,9,2009,1766,1,478,1
645,143250,10530,6,1971,981,0,576,1
646,98300,7200,5,1950,1048,0,420,1
647,155000,10452,6,1953,1094,2,495,1
648,155000,7700,6,1966,1839,1,442,0
649,84500,1936,4,1970,630,0,0,1
650,205950,8125,7,2007,1665,0,562,1
651,108000,9084,4,1940,1510,1,296,0
652,191000,8750,7,1996,1716,1,512,1
653,135000,10320,6,1906,1469,0,216,1
654,350000,10437,8,1995,2113,1,839,1
655,88000,1680,6,1971,1092,0,264,1
656,145500,10007,5,1959,1053,0,312,1
657,149000,7200,7,1931,1502,1,270,1
658,97500,17503,6,1948,1458,1,330,0
659,167000,9937,5,1964,1486,0,480,1
660,197900,12384,7,1976,1935,1,550,1
661,402000,46589,8,1994,2448,1,711,1
662,110000,13560,6,1968,1392,2,576,1
663,137500,10012,4,1972,1181,0,588,1
664,423000,20896,8,2005,2097,1,1134,0
665,230500,11194,8,2000,1936,1,504,1
666,129000,18450,6,1965,2380,1,596,1
667,193500,8125,6,1994,1679,1,575,1
668,168000,14175,5,1956,1437,1,576,1
669,137500,11600,4,1922,1180,1,252,1
670,173500,8633,6,2005,1476,0,540,1
671,103600,6629,6,1925,1369,0,300,0
672,165000,11250,6,1977,1208,1,546,1
673,257500,14442,6,1957,1839,2,416,1
674,140000,9200,6,1965,1136,1,384,1
675,148500,2289,6,1978,1441,1,440,1
676,87000,9600,4,1900,1774,0,779,1
677,109500,9022,5,1924,792,0,240,1
678,372500,11844,8,2008,2046,1,834,1
679,128500,9945,5,1961,988,0,572,1
680,143000,8012,6,1980,923,1,264,1
681,159434,4500,5,1932,1520,0,281,1
682,173000,2887,6,1996,1291,1,431,1
683,285000,11248,9,2002,1668,1,702,1
684,221000,16770,7,1998,1839,0,486,1
685,207500,5062,7,1984,2090,1,577,1
686,227875,10207,7,2007,1761,0,578,1
687,148800,5105,7,2004,1102,0,480,1
688,392000,8089,8,2007,1419,1,567,1
689,194700,7577,6,2005,1362,1,460,1
690,141000,4426,6,2004,848,1,420,1
691,755000,21535,10,1994,4316,2,832,1
692,335000,26178,7,1989,2519,2,628,1
693,108480,5400,5,1921,1073,0,326,1
694,141500,6120,5,1936,1539,0,576,1
695,176000,13811,6,1987,1137,1,551,1
696,89000,6000,5,1921,616,0,205,1
697,123500,6420,5,1952,1148,0,308,1
698,138500,8450,5,1965,894,1,336,0
699,196000,4282,7,2004,1391,0,530,1
700,312500,14331,8,2002,1800,1,765,1
701,140000,9600,7,1969,1164,0,528,1
702,361919,12438,8,2006,2576,1,666,1
703,140000,7630,5,1900,1812,1,672,0
704,213000,8400,7,2004,1484,0,606,1
705,55000,5600,4,1930,1092,0,0,1
706,302000,115149,7,1971,1824,2,739,1
707,254000,6240,8,2006,1324,1,550,1
708,179540,9018,7,2007,1456,1,400,1
709,109900,7162,5,1966,904,0,408,1
710,52000,4130,3,1935,729,0,0,1
711,102776,8712,4,1900,1178,0,384,1
712,189000,4671,8,1988,1228,1,472,1
713,129000,9873,4,1970,960,0,576,0
714,130500,13517,6,1976,1479,0,475,0
715,165000,10140,6,1974,1350,1,478,1
716,159500,10800,7,1890,2554,0,704,1
717,157000,10000,5,1973,1178,1,439,1
718,341000,10542,7,1993,2418,1,983,1
719,128500,9920,5,1969,971,1,300,1
720,275000,6563,8,1985,1742,1,564,1
721,143000,4426,6,2004,848,0,420,1
722,124500,8120,4,1970,864,0,463,1
723,135000,8172,4,1954,1470,0,548,1
724,320000,13286,9,2007,1698,1,768,1
725,120500,6960,4,1970,864,0,660,1
726,222000,21695,6,1988,1680,1,540,1
727,194500,7314,7,2007,1232,0,632,1
728,110000,11475,5,1958,1776,0,888,1
729,103000,6240,4,1925,1208,0,539,1
730,236500,5389,8,1995,1616,1,608,1
731,187500,9590,7,2003,1146,1,438,1
732,222500,11404,7,1998,2031,1,541,1
733,131400,10000,5,1961,1144,1,264,0
734,108000,8978,5,1968,948,0,300,1
735,163000,10800,7,1914,1768,2,320,1
736,93500,8544,3,1950,1040,0,400,1
737,239900,10463,8,2005,1801,1,800,1
738,179000,10800,5,1987,1200,0,0,1
739,190000,9313,7,2004,1728,0,572,1
740,132000,9600,5,1910,1432,0,360,1
741,142000,6768,6,1961,912,0,288,0
742,179000,8450,7,2000,1349,0,539,1
743,175000,12886,5,1963,1464,1,480,1
744,180000,5395,8,1993,1337,1,462,1
745,299800,8963,8,1976,2715,2,831,1
746,236000,8795,7,2000,2256,1,554,1
747,265979,11700,7,1880,2640,1,864,1
748,260400,10593,7,1996,1720,1,527,1
749,98000,8405,4,1945,1529,0,240,1
750,96500,8800,4,1910,1140,0,0,1
751,162000,7750,7,2003,1320,0,400,0
752,217000,9236,6,1997,1494,0,576,1
753,275500,10240,8,2005,2098,1,878,1
754,156000,7930,6,1969,1026,0,440,1
755,172500,3230,6,1999,1471,0,440,1
756,212000,10769,8,2007,1768,0,578,1
757,158900,11616,6,1978,1386,1,440,1
758,179400,2280,7,1999,1501,0,440,1
759,290000,12257,8,1995,2531,1,752,1
760,127500,9100,6,1959,864,0,300,1
761,100000,6911,5,1924,1301,0,440,0
762,215200,8640,7,2009,1547,0,614,1
763,337000,9430,8,1999,2365,1,856,1
764,270000,9549,8,1995,1494,1,481,1
765,264132,14587,9,2008,1506,1,592,1
766,196500,10421,7,1988,1714,1,496,1
767,160000,12508,6,1940,1750,0,423,1
768,216837,9100,7,2004,1836,1,484,1
769,538000,53504,8,2003,3279,1,841,1
770,134900,7252,5,1982,858,0,576,1
771,102000,8877,4,1951,1220,0,396,1
772,107000,7819,6,1976,1117,1,672,1
773,114500,10150,5,1958,912,0,275,0
774,395000,14226,8,2006,1973,1,895,1
775,162000,4500,6,1998,1204,0,412,1
776,221500,11210,7,2005,1614,0,865,1
777,142500,13350,5,1974,894,1,440,1
778,144000,8400,5,1977,2020,2,630,0
779,135000,10530,6,1977,1004,0,504,1
780,176000,7875,7,1995,1253,1,402,1
781,175900,7153,6,1992,1603,0,484,1
782,187100,16285,7,2001,1430,0,605,1
783,165500,9101,5,1978,1110,1,602,1
784,128000,6300,6,1914,1484,1,0,1
785,161500,9790,6,1967,1342,1,457,0
786,139000,10800,5,1915,1652,0,416,0
787,233000,10142,7,2004,2084,0,618,1
788,107900,6000,4,1954,901,0,281,1
789,187500,12205,6,1966,2087,0,444,1
790,160200,3182,7,2005,1145,1,397,1
791,146800,11333,6,1976,1062,2,539,1
792,269790,9920,7,1996,2013,1,455,1
793,225000,9158,8,2007,1496,0,474,1
794,194500,10832,7,1994,1895,1,409,1
795,171000,8400,6,1980,1564,1,476,1
796,143500,8197,6,1977,1285,1,528,1
797,110000,7677,5,1953,773,0,240,1
798,485000,13518,9,2008,3140,2,820,1
799,175000,7200,5,1937,1768,2,240,0
800,200000,12798,6,1997,1688,0,603,0
801,109900,4800,4,1916,1196,0,440,1
802,189000,8199,7,2005,1456,1,410,1
803,582933,13891,9,2008,2822,1,1020,1
804,118000,9000,5,1954,1128,0,286,1
805,227680,12274,7,2008,1428,0,554,1
806,135500,9750,5,1967,980,0,384,1
807,223500,21384,5,1923,1576,1,528,1
808,159950,13400,5,1966,1086,1,484,1
809,106000,8100,5,1898,2138,0,360,1
810,181000,10140,6,1974,1309,1,484,1
811,144500,4438,6,2004,848,1,420,1
812,55993,8712,5,1952,1044,0,504,1
813,157900,9750,6,1958,1442,0,301,1
814,116000,8248,5,1918,1250,0,280,1
815,224900,12137,7,1998,1661,0,598,1
816,137000,11425,5,1954,1008,1,275,1
817,271000,13265,8,2002,1689,2,857,1
818,155000,8816,6,1971,1052,0,440,1
819,224000,6371,7,2009,1358,1,484,1
820,183000,7226,7,2003,1640,0,595,1
821,93000,6000,4,1953,936,0,576,1
822,225000,12394,7,2003,1733,1,433,1
823,139500,9900,6,1940,1489,1,240,1
824,232600,11216,8,2006,1489,1,776,1
825,385000,14803,10,2007,2084,1,1220,1
826,109500,6130,5,1924,784,0,0,1
827,189000,8529,7,2001,1434,1,527,1
828,185000,28698,5,1967,2126,0,538,1
829,147400,2544,7,2005,1223,0,480,1
830,166000,11900,6,1957,1392,2,458,1
831,151000,3180,7,2005,1200,0,480,1
832,237000,9548,7,2003,1829,1,613,1
833,167000,10004,6,1964,1516,0,472,1
834,139950,7875,5,1961,1144,0,456,1
835,128000,9600,4,1950,1067,0,436,1
836,153500,8100,5,1948,1559,0,812,1
837,100000,1680,6,1973,987,0,264,1
838,144000,9525,5,1995,1099,0,352,1
839,130500,11767,5,1946,1200,0,240,1
840,140000,12155,6,1925,1482,0,400,1
841,157500,10440,5,1904,1539,1,686,1
842,174900,9020,6,1966,1165,0,490,1
843,141000,8000,5,1961,1800,0,0,0
844,153900,12665,5,1915,1416,1,720,0
845,171000,16647,5,1975,1701,2,611,0
846,213000,9317,7,1993,1775,1,425,1
847,133500,15523,5,1972,864,1,338,1
848,240000,45600,6,1908,2358,1,360,1
849,187000,9600,6,1976,1855,1,512,0
850,131500,4435,6,2003,848,0,420,1
851,215000,3196,8,2003,1456,1,400,1
852,164000,7128,7,1941,1646,2,240,1
853,158000,12095,6,1964,1445,1,645,1
854,170000,17920,5,1955,1779,1,454,1
855,127000,6897,5,1962,1040,0,260,1
856,147000,10970,6,1978,1026,0,576,1
857,174000,8125,6,1994,1481,1,343,1
858,152000,10400,7,1976,1370,1,479,1
859,250000,11029,6,1968,2654,1,619,0
860,189950,7642,7,1918,1426,1,216,1
861,131500,11625,5,1965,1039,0,504,1
862,152000,9672,6,1984,1097,0,480,1
863,132500,7931,5,1959,1148,0,672,1
864,250580,8640,7,2007,1372,0,529,1
865,148500,8750,5,1970,1002,0,902,1
866,248900,10656,8,2006,1646,1,870,1
867,129000,6970,4,1961,1120,0,544,0
868,169000,14762,5,1948,2320,1,672,0
869,236000,9938,7,1993,1949,1,574,1
870,109500,6600,5,1962,894,0,308,0
871,200500,8750,6,1998,1682,0,523,1
872,116000,8892,5,1953,910,0,414,1
873,133000,12144,5,1949,1268,1,288,1
874,66500,5720,5,1941,1131,0,200,0
875,303477,9000,8,2007,2610,1,550,1
876,132250,25286,4,1963,1040,0,648,1
877,350000,8834,9,2004,2224,1,738,1
878,148000,11782,5,1961,1155,0,576,1
879,136500,7000,5,1978,864,0,336,1
880,157000,7024,5,2005,1090,0,450,1
881,187500,13758,7,1990,1717,1,400,1
882,178000,9636,6,1992,1593,1,389,1
883,118500,6204,4,1912,2230,0,440,1
884,100000,7150,5,1967,892,0,288,1
885,328900,5119,9,1999,1709,1,506,1
886,145000,8393,5,1959,1712,0,588,1
887,135500,16466,5,1955,1393,0,300,1
888,268000,15865,8,1970,2217,1,621,1
889,149500,12160,6,1953,1505,1,505,0
890,122900,8064,5,1949,924,1,576,0
891,172500,11184,6,1978,1683,1,440,1
892,154500,8414,6,1963,1068,0,264,1
893,165000,13284,5,1954,1383,1,354,0
894,118858,7018,5,1979,1535,0,400,1
895,140000,7056,6,1963,1796,1,483,1
896,106500,8765,4,1936,951,0,327,1
897,142953,7018,5,1979,2240,0,528,0
898,611657,12919,9,2009,2364,2,820,1
899,135000,6993,5,1961,1236,1,288,0
900,110000,7340,4,1971,858,0,684,1
901,153000,8712,5,1957,1306,0,756,1
902,180000,7875,7,2003,1509,1,393,1
903,240000,14859,7,2006,1670,1,690,1
904,125500,6173,5,1967,902,0,288,1
905,128000,9920,5,1954,1063,0,280,1
906,255000,13501,8,2006,1636,1,865,1
907,250000,11500,7,1936,2057,1,180,1
908,131000,8885,5,1983,902,0,484,1
909,174000,12589,6,2005,1484,1,390,1
910,154300,11600,5,1960,2274,0,480,0
911,143500,9286,5,1977,1268,0,252,1
912,88000,6120,5,1925,1015,0,450,1
913,145000,6270,5,1949,2002,0,871,1
914,173733,3000,6,2009,1224,0,528,1
915,75000,2001,4,1970,1092,0,286,1
916,35311,9000,2,1949,480,0,308,1
917,135000,17140,4,1956,1229,0,284,1
918,238000,13125,7,1991,2127,1,833,1
919,176500,11029,6,1958,1414,1,601,1
920,201000,8462,6,1994,1721,0,471,1
921,145900,8777,5,1900,2200,0,0,0
922,169990,10237,6,2005,1316,1,397,0
923,193000,8012,6,1993,1617,1,533,1
924,207500,10240,6,1980,1686,1,612,1
925,175000,15611,5,1977,1126,0,540,1
926,285000,11999,8,2003,2374,1,656,1
927,176000,9900,7,1968,1978,1,486,0
928,236500,11838,8,2001,1788,1,522,1
929,222000,13006,7,1997,2236,1,642,1
930,201000,8925,8,2007,1466,0,610,1
931,117500,9100,5,1965,925,0,429,1
932,320000,11670,9,2006,1905,1,788,0
933,190000,8487,7,2004,1500,0,570,1
934,242000,27650,7,1960,2069,1,505,0
935,79900,5825,4,1926,747,0,528,1
936,184900,10083,7,2003,1200,0,555,1
937,253000,9675,7,2005,1971,1,689,1
938,239799,8760,7,2006,1962,0,868,1
939,244400,24090,7,1940,2403,2,349,1
940,150900,12640,6,1976,1728,0,574,1
941,214000,8755,7,1999,2060,1,390,0
942,150000,7711,4,1977,1440,0,0,1
943,143000,25000,5,1967,1632,0,576,1
944,137500,14375,6,1958,1344,1,525,1
945,124900,8820,5,1890,1869,0,456,1
946,143000,8163,5,1959,1144,1,796,1
947,270000,14536,8,2002,1629,1,808,1
948,192500,14006,7,2002,1776,1,474,1
949,197500,9360,6,1972,1381,1,676,1
950,129000,7200,5,1950,864,0,720,1
951,119900,7800,5,1965,965,0,300,1
952,133900,7200,5,1972,768,0,396,1
953,172000,11075,5,1969,1968,1,530,1
954,127500,9400,6,1975,980,0,0,1
955,145000,7136,6,1946,1958,0,492,1
956,124000,1300,6,1980,1229,1,462,1
957,132000,7420,5,1962,1057,0,576,1
958,185000,8450,7,2003,1337,0,531,1
959,155000,2572,7,1999,1416,0,484,1
960,116500,7207,5,1958,858,0,0,1
961,272000,12227,6,1977,2872,1,619,0
962,155000,2308,6,1976,1548,1,440,1
963,239000,11923,9,2007,1800,0,702,1
964,214900,11316,7,2002,1894,1,510,1
965,178900,10237,6,2005,1484,1,393,0
966,160000,9600,5,1940,1308,2,256,1
967,135000,7390,5,1955,1098,0,260,1
968,37900,5925,3,1910,968,0,0,1
969,140000,10382,6,1958,1095,0,264,1
970,135000,10800,4,1949,1192,0,0,1
971,173000,2268,7,2003,1626,0,474,1
972,99500,7892,6,1979,918,1,264,1
973,182000,11639,7,2007,1428,0,480,1
974,167500,11414,7,1910,2019,0,532,0
975,165000,2651,7,2000,1382,0,490,1
976,85500,5900,4,1923,869,0,0,1
977,199900,4274,7,2006,1241,0,569,1
978,110000,9450,4,1954,894,0,400,1
979,139000,8816,5,1963,1121,0,480,0
980,178400,12122,7,1961,999,0,588,1
981,336000,12203,8,1998,2612,1,676,1
982,159895,3182,7,2007,1266,1,388,1
983,255900,11250,8,2002,2290,1,779,1
984,126000,10125,5,1977,1734,0,539,1
985,125000,10880,5,1950,1164,0,240,1
986,117000,5310,6,1910,1635,0,255,0
987,395192,10159,9,2009,1940,1,606,1
988,195000,12046,6,1976,2030,1,551,1
989,197000,8125,7,2006,1576,0,614,1
990,348000,9452,8,1997,2392,1,870,1
991,168000,17671,8,1882,1742,1,424,0
992,187000,9760,6,1964,1851,1,440,1
993,173900,8846,6,2005,1500,0,564,1
994,337500,12456,10,2006,1718,1,786,1
995,121600,4712,4,1946,1230,0,305,0
996,136500,10659,5,1961,1050,0,368,1
997,185000,11717,6,1970,1442,1,615,0
998,91000,9786,3,1922,1077,1,210,1
999,206000,6762,7,2006,1208,0,632,1
1000,82000,10206,3,1952,944,0,528,1
1001,86000,5400,5,1920,691,0,216,1
1002,232000,11957,8,2006,1574,1,824,0
1003,136905,11500,5,1976,1680,0,528,0
1004,181000,3182,7,2005,1504,1,457,1
1005,149900,8385,5,1977,985,0,328,1
1006,163500,12155,6,1970,1657,1,484,0
1007,88000,2217,4,1970,1092,0,286,1
1008,240000,12118,7,2004,1710,1,550,1
1009,102000,6000,5,1926,1522,0,0,1
1010,135000,21286,5,1948,1271,1,312,1
1011,100000,9825,5,1965,1664,0,0,1
1012,165000,10592,6,1923,1502,2,180,1
1013,85000,7200,5,1910,1022,0,280,1
1014,119200,11664,6,1948,1082,1,240,0
1015,227000,8400,8,2001,1665,0,528,1
1016,203000,11883,7,1996,1504,1,478,1
1017,187500,5814,8,1984,1360,1,565,1
1018,160000,10784,7,1991,1472,1,402,1
1019,213490,3013,7,2005,1506,1,440,1
1020,176000,7024,4,2005,1132,0,451,1
1021,194000,7406,7,2006,1220,0,632,1
1022,87000,9439,5,1930,1248,0,160,1
1023,191000,3182,7,2005,1504,1,437,1
1024,287000,15498,8,1976,2898,1,665,1
1025,112500,7700,5,1972,882,0,461,1
1026,167500,9300,5,1960,1264,2,461,0
1027,293077,9520,8,2007,1646,1,800,1
1028,105000,9492,5,1941,1376,1,240,0
1029,118000,1680,6,1972,1218,0,264,1
1030,160000,7082,5,1916,1928,0,0,1
1031,197000,15863,7,1920,3082,2,672,1
1032,310000,14541,8,1993,2520,1,796,1
1033,230000,8125,7,2002,1654,0,900,1
1034,119750,6305,5,1938,954,1,240,1
1035,84000,11500,4,1957,845,0,290,1
1036,315500,12898,9,2007,1620,1,912,1
1037,287000,9240,8,2001,2263,1,905,1
1038,97000,1533,4,1970,1344,1,0,1
1039,80000,1477,4,1970,630,0,286,1
1040,155000,13125,5,1957,1803,1,484,1
1041,173000,9130,6,1966,1632,0,484,0
1042,196000,5381,6,2005,1306,1,624,1
1043,262280,11839,7,1990,2329,1,514,1
1044,278000,9600,8,1981,2524,1,542,0
1045,139600,13680,3,1955,1733,1,452,1
1046,556581,16056,9,2005,2868,1,716,1
1047,145000,9245,5,1994,990,0,672,1
1048,115000,21750,5,1960,1771,1,336,1
1049,84900,11100,4,1946,930,0,308,1
1050,176485,8993,7,2007,1302,0,436,1
1051,200141,11175,7,2007,1316,1,440,1
1052,165000,9500,6,1964,1977,1,540,0
1053,144500,8562,5,1957,1526,1,364,1
1054,255000,11367,8,2002,1989,1,586,1
1055,180000,11361,6,1976,1523,1,478,1
1056,185850,7052,7,2005,1364,1,484,1
1057,248000,29959,7,1994,1850,1,467,1
1058,335000,11308,9,2008,2184,1,836,1
1059,220000,11275,6,1932,1991,1,432,1
1060,213500,4920,8,2001,1338,0,582,1
1061,81000,18000,3,1935,894,0,1248,1
1062,90000,13600,5,1900,2337,0,560,1
1063,110500,6000,6,1925,1103,1,440,0
1064,154000,11000,5,1966,1154,1,480,1
1065,328000,14000,7,1996,2260,0,533,1
1066,178000,7837,6,1993,1571,1,380,1
1067,167900,9760,6,1964,1611,0,442,1
1068,151400,3964,6,1973,2521,1,576,1
1069,135000,9600,5,1949,893,0,576,1
1070,135000,10152,5,1956,1048,0,286,1
1071,154000,11700,6,1968,1556,0,441,0
1072,91500,7585,5,1948,1456,1,280,0
1073,159500,7950,6,1977,1426,0,440,1
1074,194000,8556,7,2006,1240,0,826,1
1075,219500,13125,7,1940,1740,2,240,1
1076,170000,10800,5,1936,1466,1,566,1
1077,138800,15870,5,1969,1096,0,299,1
1078,155900,4435,6,2004,848,1,420,1
1079,126000,8775,5,1994,990,0,299,1
1080,145000,11040,6,1971,1258,0,528,1
1081,133000,7500,5,1963,1040,0,308,0
1082,192000,8749,7,2002,1459,1,527,1
1083,160000,8800,6,1964,1251,2,461,1
1084,187500,13031,6,1995,1498,1,409,1
1085,147000,9069,6,1992,996,0,564,1
1086,83500,1974,4,1973,1092,0,286,1
1087,252000,10574,8,2005,1953,1,1043,1
1088,137500,2522,7,2004,1709,0,380,1
1089,197000,3316,8,2005,1247,1,550,1
1090,92900,8544,3,1950,1040,0,400,1
1091,160000,2160,7,1999,1252,0,462,1
1092,136500,8400,6,1925,1694,1,576,1
1093,146000,9230,5,1965,1200,0,884,0
1094,129000,5868,5,1956,936,0,308,1
1095,176432,9317,6,2006,1314,1,440,1
1096,127000,6882,6,1914,1355,0,0,1
1097,170000,3696,8,1986,1088,0,461,1
1098,128000,6000,4,1936,1324,0,240,1
1099,157000,11880,7,1978,1601,1,478,0
1100,60000,8400,2,1920,438,0,246,1
1101,119500,9758,5,1971,950,0,280,1
1102,135000,7000,5,1960,1134,0,254,1
1103,159500,8910,6,1959,1194,1,539,1
1104,106000,2016,5,1970,1302,0,440,1
1105,325000,12256,8,1994,2622,2,712,1
1106,179900,10357,7,1990,1442,1,719,0
1107,274725,23257,7,2006,2021,1,422,1
1108,181000,8063,6,2000,1690,1,463,1
1109,280000,11362,8,2004,1836,1,862,1
1110,188000,8000,6,1995,1658,1,431,1
1111,205000,10480,7,1976,1964,1,483,1
1112,129900,7100,5,1957,816,0,308,1
1113,134500,8923,5,1953,1008,0,240,1
1114,117000,5400,5,1954,833,0,326,1
1115,318000,12085,8,2007,1734,1,928,1
1116,184100,7750,8,2002,1419,1,527,1
1117,130000,9764,5,1967,894,0,450,0
1118,140000,13825,5,1958,1601,0,300,1
1119,133700,7560,5,1959,1040,0,286,1
1120,118400,8263,6,1920,1012,1,308,1
1121,212900,10084,7,2005,1552,0,782,1
1122,112000,8926,4,1956,960,0,288,1
1123,118000,9405,5,1947,698,0,0,1
1124,163900,9125,7,1992,1482,1,392,1
1125,115000,10434,4,1955,1005,1,672,1
1126,174000,3684,7,2007,1555,1,660,1
1127,259000,14572,7,2004,1530,1,630,1
1128,215000,11796,7,2004,1959,1,434,1
1129,140000,7200,5,1980,936,0,672,1
1130,135000,7804,4,1928,1981,2,576,1
1131,93500,10712,5,1991,974,0,0,1
1132,117500,9900,6,1880,2210,0,205,1
1133,239500,9828,8,1995,2020,1,466,1
1134,169000,8773,6,1997,1600,1,460,1
1135,102000,6180,6,1926,986,1,180,1
1136,119000,9600,6,1950,1252,0,288,1
1137,94000,6342,5,1875,1020,0,0,0
1138,196000,9819,6,1977,1567,2,714,1
1139,144000,8731,5,1920,1167,1,495,1
1140,139000,7350,5,1951,952,0,840,1
1141,197500,10304,5,1976,1868,1,484,0
1142,424870,9965,8,2006,2828,1,1052,1
1143,80000,9000,5,1959,1006,0,0,1
1144,80000,12180,4,1941,924,0,280,1
1145,149000,6240,5,1928,1576,1,225,1
1146,180000,11200,6,1985,1298,1,403,1
1147,174500,12000,7,1941,1564,1,234,1
1148,116900,5700,7,1926,1111,1,288,1
1149,143000,9000,7,1920,1482,0,324,0
1150,124000,8280,6,1950,932,1,306,1
1151,149900,17755,5,1959,1466,2,528,1
1152,230000,14115,6,1956,1811,1,470,1
1153,120500,5890,6,1930,816,0,432,1
1154,201800,13700,7,1965,1820,2,492,1
1155,218000,10768,5,1976,1437,1,528,1
1156,179900,9350,5,1965,1265,1,502,1
1157,230000,5001,7,2007,1314,1,626,1
1158,235128,11932,8,2007,1580,0,830,0
1159,185000,9120,6,1974,1876,1,540,1
1160,146000,2280,6,1978,1456,1,440,1
1161,224000,14778,6,1954,1640,1,924,0
1162,129000,8724,5,1968,894,1,450,1
1163,108959,12900,4,1969,1258,0,400,0
1164,194000,16157,5,1978,1432,1,588,0
1165,233170,9541,7,2009,1502,0,644,1
1166,245350,10475,8,2008,1694,0,776,1
1167,173000,10852,6,2000,1671,1,472,0
1168,235000,13728,6,1935,2108,2,540,1
1169,625000,35760,10,1995,3627,1,807,1
1170,171000,9880,6,1977,1118,1,358,1
1171,163000,9120,6,1958,1261,1,433,1
1172,171900,4017,7,2006,1250,0,625,1
1173,200500,18030,5,1946,3086,1,0,1
1174,239000,16560,6,1932,2345,1,360,1
1175,285000,10678,8,1992,2872,1,541,1
1176,119500,6951,5,1984,923,0,264,1
1177,115000,3950,6,1926,1224,0,210,0
1178,154900,7681,5,1921,1343,1,186,1
1179,93000,8335,5,1954,1124,1,0,1
1180,250000,11170,7,1990,2514,0,693,1
1181,392500,5587,8,2008,1652,1,482,1
1182,745000,15623,10,1996,4476,2,813,1
1183,120000,10800,5,1920,1130,1,720,1
1184,186700,35133,5,1963,1572,2,995,1
1185,104900,9738,5,1924,1221,0,392,1
1186,95000,10615,3,1900,1699,0,420,1
1187,262000,12461,8,1994,1624,1,757,1
1188,195000,8935,7,2002,1660,0,493,1
1189,189000,7500,7,1999,1804,1,442,1
1190,168000,32463,4,1961,1622,1,1356,1
1191,174000,2645,8,1999,1441,0,492,1
1192,125000,9600,5,1925,1472,0,250,1
1193,165000,4500,6,1999,1224,0,402,1
1194,158000,9364,6,1969,1352,0,299,1
1195,176000,8029,6,2005,1456,0,400,1
1196,219210,14054,7,2006,1863,1,660,1
1197,144000,8850,7,1916,1690,1,225,1
1198,178000,9100,7,2001,1212,0,573,1
1199,148000,11235,4,1963,1382,1,459,1
1200,116050,9353,4,1970,864,0,280,1
1201,197900,10400,7,1998,1779,0,546,1
1202,117000,6000,5,1925,1348,1,216,1
1203,213000,9750,7,2000,1630,1,451,1
1204,153500,10140,5,1975,1074,0,495,1
1205,271900,14684,7,1990,2196,1,701,1
1206,107000,8900,4,1966,1056,0,384,1
1207,200000,9135,6,2003,1700,0,544,1
1208,140000,7763,5,1962,1283,0,506,1
1209,290000,10182,8,2006,1660,1,500,0
1210,189000,11218,6,1992,1845,1,462,1
1211,164000,12134,8,1988,1752,0,492,1
1212,113000,9340,4,1941,672,0,234,1
1213,145000,10246,4,1965,960,0,364,1
1214,134500,10205,5,1962,999,0,300,1
1215,125000,7094,5,1966,894,0,384,1
1216,112000,8930,6,1978,1902,0,539,0
1217,229456,8640,8,2009,1314,0,552,1
1218,80500,6240,4,1947,912,0,0,1
1219,91500,1680,6,1971,1218,0,0,1
1220,115000,7800,5,1964,912,0,288,1
1221,134000,8250,5,1968,1211,1,322,0
1222,143000,10496,6,1949,1846,1,315,0
1223,137900,10680,5,1951,2136,0,528,1
1224,184000,15384,7,2004,1490,1,388,0
1225,145000,10482,6,1958,1138,0,264,1
1226,214000,14598,6,2007,1933,1,668,0
1227,147000,8872,5,1965,912,0,576,1
1228,367294,8769,9,2008,1702,1,1052,1
1229,127000,7910,5,1960,1507,0,404,1
1230,190000,18890,5,1977,2620,1,600,0
1231,132500,7728,5,1962,1190,0,540,1
1232,101800,9842,4,1962,1224,0,462,1
1233,142000,12160,5,1959,1188,0,531,1
1234,130000,8525,5,1911,1964,0,0,1
1235,138887,13132,5,1914,1784,0,180,1
1236,175500,2628,7,2003,1626,0,474,1
1237,195000,12393,7,2004,1948,1,434,1
1238,142500,13072,6,2005,1141,0,484,0
1239,265900,9037,8,2006,1484,1,472,1
1240,224900,8158,7,2003,1768,0,543,1
1241,248328,9849,7,2007,1689,0,954,1
1242,170000,10625,7,1974,1173,2,528,1
1243,465000,13891,10,2006,2076,1,850,1
1244,230000,11435,8,1929,1517,2,400,1
1245,178000,12090,6,1984,1868,1,477,1
1246,186500,8125,7,2005,1553,0,615,1
1247,169900,12328,6,1976,1034,0,888,1
1248,129500,9600,6,1917,2058,1,396,1
1249,119000,7200,5,1950,988,0,276,1
1250,244000,11160,7,1968,2110,2,522,1
1251,171750,3136,7,2003,1405,1,478,1
1252,130000,9858,5,1968,874,0,288,1
1253,294000,17542,7,1974,2167,2,518,1
1254,165400,6931,7,2003,1656,1,397,1
1255,127500,6240,6,1931,1367,1,560,1
1256,301500,14303,8,1994,1987,1,691,1
1257,99900,4060,5,1922,864,0,0,0
1258,190000,9587,7,2005,1166,0,400,1
1259,151000,9750,6,1969,1054,0,460,1
1260,181000,24682,6,1999,1675,1,502,0
1261,128900,9600,5,1956,1050,0,338,1
